colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
246,http://purl.obolibrary.org/obo/EUPATH_0054652,Television,jilindequestionnaire_data_2022-02-01_0550::x246,,jilindequestionnaire_data_2022-02-01_0550,Where or how did you last see or hear this slogan? (choice=Television),Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,76. Where or how did you last see or hear this slogan? (choice=Television),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
262,http://purl.obolibrary.org/obo/EUPATH_0054668,Twitter,jilindequestionnaire_data_2022-02-01_0550::x262,,jilindequestionnaire_data_2022-02-01_0550,Where or how did you last see or hear this slogan? (choice=Twitter),Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,76. Where or how did you last see or hear this slogan? (choice=Twitter),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
268,http://purl.obolibrary.org/obo/EUPATH_0058394,Unknown,jilindequestionnaire_data_2022-02-01_0550::x268,,jilindequestionnaire_data_2022-02-01_0550,Where or how did you last see or hear this slogan? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,76. Where or how did you last see or hear this slogan? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
264,http://purl.obolibrary.org/obo/EUPATH_0054670,WhatsApp,jilindequestionnaire_data_2022-02-01_0550::x264,,jilindequestionnaire_data_2022-02-01_0550,Where or how did you last see or hear this slogan? (choice=WhatsApp),Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,76. Where or how did you last see or hear this slogan? (choice=WhatsApp),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
265,http://purl.obolibrary.org/obo/EUPATH_0054671,YouTube,jilindequestionnaire_data_2022-02-01_0550::x265,,jilindequestionnaire_data_2022-02-01_0550,Where or how did you last see or hear this slogan? (choice=YouTube),Participant,http://purl.obolibrary.org/obo/EUPATH_0054509,Source of PrEP slogan,76. Where or how did you last see or hear this slogan? (choice=YouTube),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
289,http://purl.obolibrary.org/obo/EUPATH_0058395,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x289,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
308,http://purl.obolibrary.org/obo/EUPATH_0058395,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x308,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
280,http://purl.obolibrary.org/obo/EUPATH_0054702,Discussed about PrEP with a friend,jilindequestionnaire_data_2022-02-01_0550::x280,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a friend),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a friend),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
299,http://purl.obolibrary.org/obo/EUPATH_0054702,Discussed about PrEP with a friend,jilindequestionnaire_data_2022-02-01_0550::x299,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a friend),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a friend),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
282,http://purl.obolibrary.org/obo/EUPATH_0054704,Discussed about PrEP with a Peer Educator,jilindequestionnaire_data_2022-02-01_0550::x282,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a Peer Educator),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a Peer Educator),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
301,http://purl.obolibrary.org/obo/EUPATH_0054704,Discussed about PrEP with a Peer Educator,jilindequestionnaire_data_2022-02-01_0550::x301,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a Peer Educator),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a Peer Educator),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
281,http://purl.obolibrary.org/obo/EUPATH_0054703,Discussed about PrEP with a relative,jilindequestionnaire_data_2022-02-01_0550::x281,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a relative),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with a relative),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
300,http://purl.obolibrary.org/obo/EUPATH_0054703,Discussed about PrEP with a relative,jilindequestionnaire_data_2022-02-01_0550::x300,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a relative),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with a relative),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
279,http://purl.obolibrary.org/obo/EUPATH_0054701,Discussed about PrEP with my partner,jilindequestionnaire_data_2022-02-01_0550::x279,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with my partner),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Discussed about PrEP with my partner),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
298,http://purl.obolibrary.org/obo/EUPATH_0054701,Discussed about PrEP with my partner,jilindequestionnaire_data_2022-02-01_0550::x298,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with my partner),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Discussed about PrEP with my partner),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
287,http://purl.obolibrary.org/obo/EUPATH_0054709,Other,jilindequestionnaire_data_2022-02-01_0550::x287,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
306,http://purl.obolibrary.org/obo/EUPATH_0054709,Other,jilindequestionnaire_data_2022-02-01_0550::x306,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
285,http://purl.obolibrary.org/obo/EUPATH_0054707,Started PrEP,jilindequestionnaire_data_2022-02-01_0550::x285,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Started PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Started PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
304,http://purl.obolibrary.org/obo/EUPATH_0054707,Started PrEP,jilindequestionnaire_data_2022-02-01_0550::x304,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Started PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Started PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
284,http://purl.obolibrary.org/obo/EUPATH_0054706,Thought about PrEP,jilindequestionnaire_data_2022-02-01_0550::x284,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Thought about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Thought about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
303,http://purl.obolibrary.org/obo/EUPATH_0054706,Thought about PrEP,jilindequestionnaire_data_2022-02-01_0550::x303,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Thought about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Thought about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
286,http://purl.obolibrary.org/obo/EUPATH_0054708,Took no action,jilindequestionnaire_data_2022-02-01_0550::x286,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Took no action),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Took no action),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
305,http://purl.obolibrary.org/obo/EUPATH_0054708,Took no action,jilindequestionnaire_data_2022-02-01_0550::x305,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Took no action),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Took no action),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
288,http://purl.obolibrary.org/obo/EUPATH_0058396,Unknown,jilindequestionnaire_data_2022-02-01_0550::x288,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
307,http://purl.obolibrary.org/obo/EUPATH_0058396,Unknown,jilindequestionnaire_data_2022-02-01_0550::x307,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
283,http://purl.obolibrary.org/obo/EUPATH_0054705,Visited a nearby facility to enquire more about PrEP,jilindequestionnaire_data_2022-02-01_0550::x283,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers? (choice=Visited a nearby facility to enquire more about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,83. What actions did you take as a result of reading about PrEP in the newspapers? (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
302,http://purl.obolibrary.org/obo/EUPATH_0054705,Visited a nearby facility to enquire more about PrEP,jilindequestionnaire_data_2022-02-01_0550::x302,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Visited a nearby facility to enquire more about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054511,Action after read PrEP in newspapers,90. What actions did you take as a result of reading about PrEP in the newspapers/Magazines? (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
342,http://purl.obolibrary.org/obo/EUPATH_0058397,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x342,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Asked but unknown),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
332,http://purl.obolibrary.org/obo/EUPATH_0054767,How does PrEP work,jilindequestionnaire_data_2022-02-01_0550::x332,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=How does PrEP work),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=How does PrEP work),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
340,http://purl.obolibrary.org/obo/EUPATH_0054775,Other,jilindequestionnaire_data_2022-02-01_0550::x340,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
337,http://purl.obolibrary.org/obo/EUPATH_0054772,PrEP discontinuation,jilindequestionnaire_data_2022-02-01_0550::x337,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=PrEP discontinuation),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=PrEP discontinuation),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
336,http://purl.obolibrary.org/obo/EUPATH_0054771,Side effects of PrEP,jilindequestionnaire_data_2022-02-01_0550::x336,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Side effects of PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Side effects of PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
341,http://purl.obolibrary.org/obo/EUPATH_0058398,Unknown,jilindequestionnaire_data_2022-02-01_0550::x341,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
338,http://purl.obolibrary.org/obo/EUPATH_0054773,Usage of PrEP,jilindequestionnaire_data_2022-02-01_0550::x338,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Usage of PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Usage of PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
331,http://purl.obolibrary.org/obo/EUPATH_0058399,What is PrEP,jilindequestionnaire_data_2022-02-01_0550::x331,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=What is PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=What is PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
333,http://purl.obolibrary.org/obo/EUPATH_0054768,What PrEP does not do,jilindequestionnaire_data_2022-02-01_0550::x333,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=What PrEP does not do),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=What PrEP does not do),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
339,http://purl.obolibrary.org/obo/EUPATH_0054774,Where to get PrEP,jilindequestionnaire_data_2022-02-01_0550::x339,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Where to get PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Where to get PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
335,http://purl.obolibrary.org/obo/EUPATH_0054770,Who qualifies for PrEP,jilindequestionnaire_data_2022-02-01_0550::x335,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Who qualifies for PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Who qualifies for PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
334,http://purl.obolibrary.org/obo/EUPATH_0054769,Why take PrEP,jilindequestionnaire_data_2022-02-01_0550::x334,,jilindequestionnaire_data_2022-02-01_0550,What PrEP messages did you hear on radio? (choice=Why take PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054514,PrEP messages that hear on radio,101. What PrEP messages did you hear on radio? (choice=Why take PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
354,http://purl.obolibrary.org/obo/EUPATH_0058400,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x354,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
345,http://purl.obolibrary.org/obo/EUPATH_0054778,Discussed about PrEP with a friend,jilindequestionnaire_data_2022-02-01_0550::x345,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a friend),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a friend),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
347,http://purl.obolibrary.org/obo/EUPATH_0054780,Discussed about PrEP with a Peer Educator,jilindequestionnaire_data_2022-02-01_0550::x347,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a Peer Educator),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a Peer Educator),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
346,http://purl.obolibrary.org/obo/EUPATH_0054779,Discussed about PrEP with a relative,jilindequestionnaire_data_2022-02-01_0550::x346,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a relative),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with a relative),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
344,http://purl.obolibrary.org/obo/EUPATH_0054777,Discussed about PrEP with my partner,jilindequestionnaire_data_2022-02-01_0550::x344,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with my partner),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Discussed about PrEP with my partner),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
352,http://purl.obolibrary.org/obo/EUPATH_0054785,Other,jilindequestionnaire_data_2022-02-01_0550::x352,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Other),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
350,http://purl.obolibrary.org/obo/EUPATH_0054783,Started PrEP,jilindequestionnaire_data_2022-02-01_0550::x350,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Started PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Started PrEP),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
349,http://purl.obolibrary.org/obo/EUPATH_0054782,Thought about PrEP,jilindequestionnaire_data_2022-02-01_0550::x349,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Thought about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Thought about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
351,http://purl.obolibrary.org/obo/EUPATH_0054784,Took no action,jilindequestionnaire_data_2022-02-01_0550::x351,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Took no action),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Took no action),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
353,http://purl.obolibrary.org/obo/EUPATH_0058401,Unknown,jilindequestionnaire_data_2022-02-01_0550::x353,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
348,http://purl.obolibrary.org/obo/EUPATH_0054781,Visited a nearby facility to enquire more about PrEP,jilindequestionnaire_data_2022-02-01_0550::x348,,jilindequestionnaire_data_2022-02-01_0550,What actions did you take as a result of listening to the PrEP messages on radio? (choice=Visited a nearby facility to enquire more about PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054515,Action after listen PrEP on radio,102. What actions did you take as a result of listening to the PrEP messages on radio? (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
388,http://purl.obolibrary.org/obo/EUPATH_0058402,Asked but unknown,jilindequestionnaire_data_2022-02-01_0550::x388,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Asked but unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Asked but unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
378,http://purl.obolibrary.org/obo/EUPATH_0058403,How does PrEP work,jilindequestionnaire_data_2022-02-01_0550::x378,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=How does PrEP work),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=How does PrEP work),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
386,http://purl.obolibrary.org/obo/EUPATH_0058404,Other,jilindequestionnaire_data_2022-02-01_0550::x386,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Other),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Other),,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
383,http://purl.obolibrary.org/obo/EUPATH_0058405,PrEP discontinuation,jilindequestionnaire_data_2022-02-01_0550::x383,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=PrEP discontinuation),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=PrEP discontinuation),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
382,http://purl.obolibrary.org/obo/EUPATH_0058406,Side effects,jilindequestionnaire_data_2022-02-01_0550::x382,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Side effects),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Side effects),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
387,http://purl.obolibrary.org/obo/EUPATH_0058407,Unknown,jilindequestionnaire_data_2022-02-01_0550::x387,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Unknown),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Unknown),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
384,http://purl.obolibrary.org/obo/EUPATH_0058408,Usage of PrEP,jilindequestionnaire_data_2022-02-01_0550::x384,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Usage of PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Usage of PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
377,http://purl.obolibrary.org/obo/EUPATH_0058409,What is PrEP,jilindequestionnaire_data_2022-02-01_0550::x377,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=What is PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=What is PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
379,http://purl.obolibrary.org/obo/EUPATH_0058410,What PrEP does not do,jilindequestionnaire_data_2022-02-01_0550::x379,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=What PrEP does not do),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=What PrEP does not do),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
385,http://purl.obolibrary.org/obo/EUPATH_0058411,Where to get PrEP,jilindequestionnaire_data_2022-02-01_0550::x385,,jilindequestionnaire_data_2022-02-01_0550,What messages did you see or hear on television? (choice=Where to get PrEP),Participant,http://purl.obolibrary.org/obo/EUPATH_0054516,PrEP message on TV,113. What messages did you see or hear on television? (choice=Where to get PrEP),,value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
